tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
LT-20491,Level Transmitter LT-20491,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Low,2018-04-13,CFIHOS-00000028
LT-20492,Level Transmitter LT-20492,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Low,2015-03-16,CFIHOS-00000028
FT-20493,Flow Transmitter FT-20493,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2020-10-10,CFIHOS-00000028
PT-20494,Pressure Transmitter PT-20494,Commissioning,EC-INST-PT,Halberd Valve Corporation,Low,2023-02-12,CFIHOS-00000028
P-20495,Reciprocating Pump P-20495,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2020-05-29,CFIHOS-00000028
K-20496,Centrifugal Compressor K-20496,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2017-08-19,CFIHOS-00000028
PSV-20497,Pressure Relief Valve PSV-20497,In Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2012-03-31,CFIHOS-00000028
P-20498,Reciprocating Pump P-20498,Commissioning,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2023-04-01,CFIHOS-00000028
LT-20499,Level Transmitter LT-20499,Commissioning,EC-INST-LT,Halberd Valve Corporation,Medium,2013-10-23,CFIHOS-00000028
PSV-20500,Pressure Relief Valve PSV-20500,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2022-03-30,CFIHOS-00000028
V-20501,Separator V-20501,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2017-09-27,CFIHOS-00000028
COL-20502,Distillation Column COL-20502,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2015-12-25,CFIHOS-00000028
PSV-20503,Pressure Relief Valve PSV-20503,Out of Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2021-01-10,CFIHOS-00000028
P-20504,Centrifugal Pump P-20504,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2015-10-04,CFIHOS-00000028
P-20505,Reciprocating Pump P-20505,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2012-02-06,CFIHOS-00000028
PT-20506,Pressure Transmitter PT-20506,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Low,2017-06-07,CFIHOS-00000028
PSV-20507,Pressure Relief Valve PSV-20507,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2017-09-25,CFIHOS-00000028
LT-20508,Level Transmitter LT-20508,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2015-11-16,CFIHOS-00000028
V-20509,Separator V-20509,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2013-01-31,CFIHOS-00000028
PT-20510,Pressure Transmitter PT-20510,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Medium,2013-09-12,CFIHOS-00000028
LT-20511,Level Transmitter LT-20511,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2013-12-31,CFIHOS-00000028
P-20512,Reciprocating Pump P-20512,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2015-12-26,CFIHOS-00000028
PT-20513,Pressure Transmitter PT-20513,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,Low,2012-05-24,CFIHOS-00000028
V-20514,Separator V-20514,Out of Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2021-02-21,CFIHOS-00000028
PT-20515,Pressure Transmitter PT-20515,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2016-11-30,CFIHOS-00000028
PT-20516,Pressure Transmitter PT-20516,In Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2021-02-13,CFIHOS-00000028
P-20517,Centrifugal Pump P-20517,In Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2017-11-17,CFIHOS-00000028
PSV-20518,Pressure Relief Valve PSV-20518,In Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2019-12-16,CFIHOS-00000028
P-20519,Reciprocating Pump P-20519,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2013-04-11,CFIHOS-00000028
TT-20520,Temperature Transmitter TT-20520,In Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2016-01-26,CFIHOS-00000028
PSV-20521,Pressure Relief Valve PSV-20521,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2013-05-10,CFIHOS-00000028
P-20522,Reciprocating Pump P-20522,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2022-01-27,CFIHOS-00000028
PT-20523,Pressure Transmitter PT-20523,In Service,EC-INST-PT,Ironclad Controls Inc.,Medium,2015-08-15,CFIHOS-00000028
PT-20524,Pressure Transmitter PT-20524,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2020-10-01,CFIHOS-00000028
FCV-20525,Control Valve FCV-20525,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2016-09-26,CFIHOS-00000028
P-20526,Centrifugal Pump P-20526,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2017-06-20,CFIHOS-00000028
V-20527,Separator V-20527,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,High,2016-04-07,CFIHOS-00000028
LT-20528,Level Transmitter LT-20528,Out of Service,EC-INST-LT,Halberd Valve Corporation,High,2013-11-27,CFIHOS-00000028
FCV-20529,Control Valve FCV-20529,Decommissioned,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2022-06-07,CFIHOS-00000028
FCV-20530,Control Valve FCV-20530,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2019-06-07,CFIHOS-00000028
PT-20531,Pressure Transmitter PT-20531,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,High,2019-02-13,CFIHOS-00000028
PSV-20532,Pressure Relief Valve PSV-20532,In Service,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2021-02-26,CFIHOS-00000028
PT-20533,Pressure Transmitter PT-20533,In Service,EC-INST-PT,Halberd Valve Corporation,High,2012-03-10,CFIHOS-00000028
P-20534,Centrifugal Pump P-20534,Commissioning,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2013-03-28,CFIHOS-00000028
XV-20535,Isolation Valve XV-20535,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2016-11-14,CFIHOS-00000028
K-20536,Centrifugal Compressor K-20536,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2015-03-06,CFIHOS-00000028
XV-20537,Isolation Valve XV-20537,Out of Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2020-10-23,CFIHOS-00000028
FCV-20538,Control Valve FCV-20538,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2023-01-30,CFIHOS-00000028
PSV-20539,Pressure Relief Valve PSV-20539,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2014-11-21,CFIHOS-00000028
K-20540,Centrifugal Compressor K-20540,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2015-12-11,CFIHOS-00000028
COL-20541,Distillation Column COL-20541,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2018-07-31,CFIHOS-00000028
E-20542,Shell & Tube Exchanger E-20542,In Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2022-05-30,CFIHOS-00000028
LT-20543,Level Transmitter LT-20543,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,High,2017-08-29,CFIHOS-00000028
P-20544,Reciprocating Pump P-20544,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2015-06-05,CFIHOS-00000028
COL-20545,Distillation Column COL-20545,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Medium,2015-02-08,CFIHOS-00000028
P-20546,Reciprocating Pump P-20546,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2023-02-16,CFIHOS-00000028
PSV-20547,Pressure Relief Valve PSV-20547,Decommissioned,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2012-08-03,CFIHOS-00000028
COL-20548,Distillation Column COL-20548,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2023-04-05,CFIHOS-00000028
FT-20549,Flow Transmitter FT-20549,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2016-12-29,CFIHOS-00000028
P-20550,Centrifugal Pump P-20550,Out of Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2023-08-03,CFIHOS-00000028
V-20551,Separator V-20551,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2018-04-25,CFIHOS-00000028
XV-20552,Isolation Valve XV-20552,Decommissioned,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2020-04-06,CFIHOS-00000028
P-20553,Reciprocating Pump P-20553,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2014-12-25,CFIHOS-00000028
V-20554,Separator V-20554,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2018-12-20,CFIHOS-00000028
FCV-20555,Control Valve FCV-20555,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2013-12-31,CFIHOS-00000028
XV-20556,Isolation Valve XV-20556,Decommissioned,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2022-03-10,CFIHOS-00000028
TT-20557,Temperature Transmitter TT-20557,Commissioning,EC-INST-TT,Halberd Valve Corporation,High,2017-03-14,CFIHOS-00000028
E-20558,Shell & Tube Exchanger E-20558,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2017-11-16,CFIHOS-00000028
XV-20559,Isolation Valve XV-20559,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2022-06-27,CFIHOS-00000028
V-20560,Separator V-20560,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2020-05-11,CFIHOS-00000028
E-20561,Shell & Tube Exchanger E-20561,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Medium,2014-07-22,CFIHOS-00000028
PT-20562,Pressure Transmitter PT-20562,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,Medium,2023-01-30,CFIHOS-00000028
TT-20563,Temperature Transmitter TT-20563,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2023-05-19,CFIHOS-00000028
PSV-20564,Pressure Relief Valve PSV-20564,Decommissioned,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2022-08-23,CFIHOS-00000028
COL-20565,Distillation Column COL-20565,Out of Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2014-10-12,CFIHOS-00000028
LT-20566,Level Transmitter LT-20566,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,Medium,2023-02-22,CFIHOS-00000028
PSV-20567,Pressure Relief Valve PSV-20567,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2019-01-12,CFIHOS-00000028
P-20568,Centrifugal Pump P-20568,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2014-09-13,CFIHOS-00000028
PSV-20569,Pressure Relief Valve PSV-20569,Decommissioned,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2023-06-05,CFIHOS-00000028
TT-20570,Temperature Transmitter TT-20570,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2019-11-02,CFIHOS-00000028
E-20571,Shell & Tube Exchanger E-20571,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2014-04-23,CFIHOS-00000028
PT-20572,Pressure Transmitter PT-20572,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,Low,2012-06-18,CFIHOS-00000028
E-20573,Shell & Tube Exchanger E-20573,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2016-06-12,CFIHOS-00000028
FT-20574,Flow Transmitter FT-20574,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2016-07-05,CFIHOS-00000028
LT-20575,Level Transmitter LT-20575,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,Medium,2016-09-24,CFIHOS-00000028
TT-20576,Temperature Transmitter TT-20576,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,High,2015-05-28,CFIHOS-00000028
K-20577,Centrifugal Compressor K-20577,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2018-05-24,CFIHOS-00000028
V-20578,Separator V-20578,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2021-09-03,CFIHOS-00000028
PSV-20579,Pressure Relief Valve PSV-20579,In Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2013-08-10,CFIHOS-00000028
PT-20580,Pressure Transmitter PT-20580,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Low,2023-02-09,CFIHOS-00000028
P-20581,Centrifugal Pump P-20581,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2018-03-09,CFIHOS-00000028
PT-20582,Pressure Transmitter PT-20582,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2018-05-06,CFIHOS-00000028
FT-20583,Flow Transmitter FT-20583,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Low,2016-04-14,CFIHOS-00000028
COL-20584,Distillation Column COL-20584,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2021-06-01,CFIHOS-00000028
K-20585,Centrifugal Compressor K-20585,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2019-08-26,CFIHOS-00000028
FT-20586,Flow Transmitter FT-20586,Commissioning,EC-INST-FT,Halberd Valve Corporation,Low,2018-10-02,CFIHOS-00000028
V-20587,Separator V-20587,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2022-07-13,CFIHOS-00000028
PT-20588,Pressure Transmitter PT-20588,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2019-04-06,CFIHOS-00000028
FT-20589,Flow Transmitter FT-20589,Commissioning,EC-INST-FT,Ironclad Controls Inc.,High,2016-11-23,CFIHOS-00000028
COL-20590,Distillation Column COL-20590,In Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2016-06-27,CFIHOS-00000028
K-20591,Centrifugal Compressor K-20591,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2013-10-08,CFIHOS-00000028
LT-20592,Level Transmitter LT-20592,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,Low,2014-04-23,CFIHOS-00000028
P-20593,Centrifugal Pump P-20593,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2017-08-30,CFIHOS-00000028
XV-20594,Isolation Valve XV-20594,Commissioning,EC-VALVE-ISO,Ironclad Controls Inc.,High,2013-07-04,CFIHOS-00000028
P-20595,Centrifugal Pump P-20595,Out of Service,EC-PUMP-CENTR,Halberd Valve Corporation,Medium,2019-03-24,CFIHOS-00000028
E-20596,Shell & Tube Exchanger E-20596,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2023-12-01,CFIHOS-00000028
E-20597,Shell & Tube Exchanger E-20597,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2022-03-27,CFIHOS-00000028
P-20598,Reciprocating Pump P-20598,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2020-05-20,CFIHOS-00000028
COL-20599,Distillation Column COL-20599,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,High,2015-09-02,CFIHOS-00000028
XV-20600,Isolation Valve XV-20600,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2015-07-08,CFIHOS-00000028
E-20601,Shell & Tube Exchanger E-20601,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2021-08-21,CFIHOS-00000028
E-20602,Shell & Tube Exchanger E-20602,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2013-11-22,CFIHOS-00000028
LT-20603,Level Transmitter LT-20603,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,High,2023-12-15,CFIHOS-00000028
K-20604,Centrifugal Compressor K-20604,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2018-08-24,CFIHOS-00000028
K-20605,Centrifugal Compressor K-20605,Out of Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2012-06-12,CFIHOS-00000028
K-20606,Centrifugal Compressor K-20606,Out of Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2012-07-08,CFIHOS-00000028
P-20607,Reciprocating Pump P-20607,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2012-12-02,CFIHOS-00000028
E-20608,Shell & Tube Exchanger E-20608,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2016-04-09,CFIHOS-00000028
FCV-20609,Control Valve FCV-20609,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2014-12-10,CFIHOS-00000028
K-20610,Centrifugal Compressor K-20610,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2020-06-24,CFIHOS-00000028
XV-20611,Isolation Valve XV-20611,Out of Service,EC-VALVE-ISO,Halberd Valve Corporation,Low,2013-02-27,CFIHOS-00000028
FT-20612,Flow Transmitter FT-20612,Out of Service,EC-INST-FT,Ironclad Controls Inc.,High,2015-02-23,CFIHOS-00000028
COL-20613,Distillation Column COL-20613,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,High,2015-02-27,CFIHOS-00000028
PSV-20614,Pressure Relief Valve PSV-20614,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2013-10-24,CFIHOS-00000028
V-20615,Separator V-20615,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2022-09-12,CFIHOS-00000028
E-20616,Shell & Tube Exchanger E-20616,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2017-07-26,CFIHOS-00000028
FT-20617,Flow Transmitter FT-20617,Commissioning,EC-INST-FT,Halberd Valve Corporation,High,2019-12-19,CFIHOS-00000028
V-20618,Separator V-20618,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2014-09-23,CFIHOS-00000028
E-20619,Shell & Tube Exchanger E-20619,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2014-01-11,CFIHOS-00000028
TT-20620,Temperature Transmitter TT-20620,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2022-06-13,CFIHOS-00000028
PT-20621,Pressure Transmitter PT-20621,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2023-06-14,CFIHOS-00000028
E-20622,Shell & Tube Exchanger E-20622,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Medium,2017-05-17,CFIHOS-00000028
P-20623,Centrifugal Pump P-20623,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Medium,2014-08-30,CFIHOS-00000028
E-20624,Shell & Tube Exchanger E-20624,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2018-12-02,CFIHOS-00000028
E-20625,Shell & Tube Exchanger E-20625,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Medium,2019-11-14,CFIHOS-00000028
FCV-20626,Control Valve FCV-20626,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2013-03-23,CFIHOS-00000028
TT-20627,Temperature Transmitter TT-20627,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Low,2012-02-04,CFIHOS-00000028
PT-20628,Pressure Transmitter PT-20628,In Service,EC-INST-PT,Halberd Valve Corporation,Low,2022-07-10,CFIHOS-00000028
P-20629,Centrifugal Pump P-20629,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Low,2014-01-08,CFIHOS-00000028
K-20630,Centrifugal Compressor K-20630,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2016-11-16,CFIHOS-00000028
PSV-20631,Pressure Relief Valve PSV-20631,Out of Service,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2018-03-19,CFIHOS-00000028
V-20632,Separator V-20632,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2015-05-12,CFIHOS-00000028
P-20633,Reciprocating Pump P-20633,In Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2014-04-25,CFIHOS-00000028
PSV-20634,Pressure Relief Valve PSV-20634,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2012-06-08,CFIHOS-00000028
FCV-20635,Control Valve FCV-20635,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2022-10-24,CFIHOS-00000028
K-20636,Centrifugal Compressor K-20636,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2014-05-19,CFIHOS-00000028
V-20637,Separator V-20637,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,High,2020-09-13,CFIHOS-00000028
PT-20638,Pressure Transmitter PT-20638,Decommissioned,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2019-04-10,CFIHOS-00000028
XV-20639,Isolation Valve XV-20639,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2021-09-19,CFIHOS-00000028
COL-20640,Distillation Column COL-20640,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2016-09-10,CFIHOS-00000028
LT-20641,Level Transmitter LT-20641,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2020-03-03,CFIHOS-00000028
P-20642,Reciprocating Pump P-20642,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2021-06-04,CFIHOS-00000028
LT-20643,Level Transmitter LT-20643,Out of Service,EC-INST-LT,Halberd Valve Corporation,High,2014-08-25,CFIHOS-00000028
FT-20644,Flow Transmitter FT-20644,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2023-07-10,CFIHOS-00000028
P-20645,Reciprocating Pump P-20645,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2022-04-02,CFIHOS-00000028
K-20646,Centrifugal Compressor K-20646,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2022-04-12,CFIHOS-00000028
P-20647,Centrifugal Pump P-20647,In Service,EC-PUMP-CENTR,Halberd Valve Corporation,High,2023-08-29,CFIHOS-00000028
P-20648,Reciprocating Pump P-20648,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2014-12-02,CFIHOS-00000028
FT-20649,Flow Transmitter FT-20649,Commissioning,EC-INST-FT,Halberd Valve Corporation,Medium,2021-04-05,CFIHOS-00000028
COL-20650,Distillation Column COL-20650,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2014-01-10,CFIHOS-00000028
FCV-20651,Control Valve FCV-20651,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2012-08-09,CFIHOS-00000028
LT-20652,Level Transmitter LT-20652,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,High,2021-01-06,CFIHOS-00000028
PT-20653,Pressure Transmitter PT-20653,In Service,EC-INST-PT,Ironclad Controls Inc.,Medium,2023-05-11,CFIHOS-00000028
PSV-20654,Pressure Relief Valve PSV-20654,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2018-07-16,CFIHOS-00000028
E-20655,Shell & Tube Exchanger E-20655,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2023-07-06,CFIHOS-00000028
P-20656,Centrifugal Pump P-20656,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2014-01-03,CFIHOS-00000028
PT-20657,Pressure Transmitter PT-20657,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2013-01-07,CFIHOS-00000028
E-20658,Shell & Tube Exchanger E-20658,Decommissioned,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2014-05-18,CFIHOS-00000028
K-20659,Centrifugal Compressor K-20659,In Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2019-03-12,CFIHOS-00000028
P-20660,Reciprocating Pump P-20660,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2017-07-19,CFIHOS-00000028
PSV-20661,Pressure Relief Valve PSV-20661,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2012-01-21,CFIHOS-00000028
XV-20662,Isolation Valve XV-20662,Out of Service,EC-VALVE-ISO,Halberd Valve Corporation,High,2013-03-10,CFIHOS-00000028
