itemId,name,failureModeClass,cfihosId
MI-003637,FCV-7472 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003638,K-30161 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003639,FT-11443 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003640,V-30500 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003641,E-9528 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003642,FCV-11582 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003643,PT-37945 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003644,E-35966 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003645,LT-38932 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003646,K-18969 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003647,TT-23080 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003648,FT-8258 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003649,FCV-2898 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003650,P-29947 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003651,PT-31099 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003652,FT-30138 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003653,LT-3007 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003654,P-25698 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003655,PSV-5665 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003656,XV-8815 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003657,LT-442 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003658,LT-33705 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003659,E-33741 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003660,LT-9920 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003661,FCV-28943 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003662,P-33600 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003663,TT-39197 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003664,XV-4889 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003665,P-31834 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003666,TT-10398 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003667,FCV-10207 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003668,FCV-18921 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003669,E-13041 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003670,V-4003 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003671,K-37542 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003672,V-20514 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003673,P-22399 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003674,P-24287 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003675,COL-2908 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003676,P-22541 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003677,XV-21831 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003678,PT-10390 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003679,FCV-13362 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003680,P-20656 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003681,FT-19672 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003682,E-9928 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003683,TT-38377 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003684,P-8624 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003685,P-15869 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003686,TT-30317 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003687,PSV-37709 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003688,TT-26620 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003689,PT-1753 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003690,COL-16810 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003691,V-14595 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003692,K-18043 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003693,LT-38655 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003694,FT-36564 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003695,FT-5938 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003696,P-20362 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003697,COL-16189 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003698,V-30188 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003699,E-38039 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003700,E-11085 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003701,P-12598 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003702,PSV-36748 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003703,COL-11799 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003704,TT-23084 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003705,TT-26978 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003706,PSV-38131 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003707,E-11211 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003708,K-17461 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003709,FCV-2343 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003710,P-35410 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003711,P-35925 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003712,PSV-23396 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003713,XV-23719 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003714,V-11146 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003715,TT-23877 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003716,E-9517 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003717,V-24590 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003718,E-27623 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003719,P-34401 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003720,P-696 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003721,PSV-1143 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003722,P-39764 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003723,LT-21856 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003724,E-27411 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003725,XV-14299 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003726,PT-15993 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003727,FT-22001 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003728,COL-26459 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003729,FCV-20115 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003730,FT-30468 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003731,LT-31677 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003732,FCV-20538 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003733,FT-18412 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003734,TT-949 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003735,P-4448 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003736,V-8619 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003737,V-17195 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003738,P-8539 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003739,XV-13707 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003740,E-17815 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003741,FCV-21754 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003742,XV-24101 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003743,LT-39778 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003744,P-9171 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003745,PT-29712 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003746,P-21770 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003747,FCV-33825 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003748,LT-11257 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003749,V-35005 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003750,K-21156 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003751,XV-26390 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003752,FCV-13410 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003753,E-25126 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003754,P-24167 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003755,E-9353 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003756,FT-25711 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003757,LT-38438 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003758,P-25814 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003759,P-25043 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003760,TT-38152 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003761,P-39801 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003762,COL-21032 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003763,TT-30295 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003764,FT-37130 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003765,TT-16670 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003766,COL-25536 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003767,FT-15574 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003768,K-8856 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003769,K-18228 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003770,K-29098 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003771,P-9406 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003772,PSV-17557 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003773,PSV-2623 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003774,COL-39410 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003775,COL-36182 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003776,P-38302 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003777,P-23727 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003778,K-6467 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003779,TT-11350 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003780,P-32164 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003781,V-29890 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003782,V-39736 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003783,P-36931 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003784,FCV-33389 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003785,XV-2670 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003786,FT-3682 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003787,V-22409 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003788,TT-32042 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003789,FCV-29403 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003790,E-38299 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003791,XV-23210 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003792,FT-12677 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003793,K-4198 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003794,LT-14291 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003795,TT-23752 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003796,P-30923 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003797,XV-32597 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003798,PT-24803 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003799,K-13638 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003800,E-36197 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003801,E-10965 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003802,P-26269 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003803,LT-33321 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003804,TT-10859 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003805,E-12790 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003806,FCV-25634 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003807,XV-30600 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003808,COL-20650 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003809,PT-12174 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003810,P-20159 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003811,K-10609 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003812,V-3458 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003813,K-5017 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003814,P-39796 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003815,PSV-11606 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003816,P-11816 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003817,P-38834 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003818,LT-33967 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003819,XV-31116 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003820,TT-36789 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003821,V-1321 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003822,E-5977 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003823,COL-19750 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003824,FT-35397 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003825,P-32537 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003826,FT-4780 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003827,K-33413 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003828,PSV-37153 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003829,COL-4999 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003830,PSV-9625 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003831,K-33252 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003832,P-38595 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003833,E-35290 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003834,PSV-1851 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
