tpvId,tagNumber,propertyId,value,unitOfMeasureId,cfihosId
TPV-0048661,XV-16210,PROP-006,2292.2,UOM-KW,CFIHOS-00000030
TPV-0048662,PSV-16211,PROP-003,141.5,UOM-BARG,CFIHOS-00000030
TPV-0048663,PSV-16211,PROP-006,477.3,UOM-KW,CFIHOS-00000030
TPV-0048664,PSV-16211,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0048665,LT-16212,PROP-011,7945.5,UOM-KG,CFIHOS-00000030
TPV-0048666,LT-16212,PROP-006,1717.0,UOM-KW,CFIHOS-00000030
TPV-0048667,LT-16212,PROP-009,150#,,CFIHOS-00000030
TPV-0048668,LT-16212,PROP-005,312.4,UOM-M3H,CFIHOS-00000030
TPV-0048669,PT-16213,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0048670,PT-16213,PROP-001,126.2,UOM-BARG,CFIHOS-00000030
TPV-0048671,TT-16214,PROP-012,13.2,UOM-BARG,CFIHOS-00000030
TPV-0048672,TT-16214,PROP-006,1588.4,UOM-KW,CFIHOS-00000030
TPV-0048673,TT-16214,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0048674,FT-16215,PROP-006,192.5,UOM-KW,CFIHOS-00000030
TPV-0048675,FT-16215,PROP-009,150#,,CFIHOS-00000030
TPV-0048676,FT-16215,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048677,V-16216,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048678,V-16216,PROP-006,23.3,UOM-KW,CFIHOS-00000030
TPV-0048679,V-16216,PROP-003,55.4,UOM-BARG,CFIHOS-00000030
TPV-0048680,V-16216,PROP-009,150#,,CFIHOS-00000030
TPV-0048681,TT-16217,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048682,TT-16217,PROP-004,200.4,UOM-DEGC,CFIHOS-00000030
TPV-0048683,TT-16217,PROP-002,394.5,UOM-DEGC,CFIHOS-00000030
TPV-0048684,TT-16217,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0048685,LT-16218,PROP-010,None,,CFIHOS-00000030
TPV-0048686,LT-16218,PROP-002,194.9,UOM-DEGC,CFIHOS-00000030
TPV-0048687,PSV-16219,PROP-004,315.6,UOM-DEGC,CFIHOS-00000030
TPV-0048688,PSV-16219,PROP-013,84.1,UOM-BARG,CFIHOS-00000030
TPV-0048689,PSV-16219,PROP-011,10872.9,UOM-KG,CFIHOS-00000030
TPV-0048690,E-16220,PROP-009,150#,,CFIHOS-00000030
TPV-0048691,E-16220,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0048692,E-16220,PROP-011,5866.9,UOM-KG,CFIHOS-00000030
TPV-0048693,E-16220,PROP-012,15.7,UOM-BARG,CFIHOS-00000030
TPV-0048694,P-16221,PROP-005,2417.3,UOM-M3H,CFIHOS-00000030
TPV-0048695,P-16221,PROP-001,42.5,UOM-BARG,CFIHOS-00000030
TPV-0048696,P-16221,PROP-011,7836.1,UOM-KG,CFIHOS-00000030
TPV-0048697,P-16221,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048698,FT-16222,PROP-001,56.4,UOM-BARG,CFIHOS-00000030
TPV-0048699,FT-16222,PROP-012,49.5,UOM-BARG,CFIHOS-00000030
TPV-0048700,FT-16222,PROP-011,5467.8,UOM-KG,CFIHOS-00000030
TPV-0048701,P-16223,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048702,P-16223,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0048703,P-16223,PROP-006,2903.5,UOM-KW,CFIHOS-00000030
TPV-0048704,LT-16224,PROP-013,87.2,UOM-BARG,CFIHOS-00000030
TPV-0048705,LT-16224,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048706,LT-16224,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048707,LT-16224,PROP-006,2019.5,UOM-KW,CFIHOS-00000030
TPV-0048708,P-16225,PROP-006,942.0,UOM-KW,CFIHOS-00000030
TPV-0048709,P-16225,PROP-002,134.3,UOM-DEGC,CFIHOS-00000030
TPV-0048710,P-16225,PROP-013,71.8,UOM-BARG,CFIHOS-00000030
TPV-0048711,P-16225,PROP-005,1713.8,UOM-M3H,CFIHOS-00000030
TPV-0048712,P-16226,PROP-013,24.1,UOM-BARG,CFIHOS-00000030
TPV-0048713,P-16226,PROP-005,1693.7,UOM-M3H,CFIHOS-00000030
TPV-0048714,P-16227,PROP-013,65.4,UOM-BARG,CFIHOS-00000030
TPV-0048715,P-16227,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048716,P-16227,PROP-005,1192.3,UOM-M3H,CFIHOS-00000030
TPV-0048717,P-16227,PROP-004,52.8,UOM-DEGC,CFIHOS-00000030
TPV-0048718,V-16228,PROP-009,600#,,CFIHOS-00000030
TPV-0048719,V-16228,PROP-012,96.9,UOM-BARG,CFIHOS-00000030
TPV-0048720,V-16228,PROP-002,309.1,UOM-DEGC,CFIHOS-00000030
TPV-0048721,V-16228,PROP-005,1766.4,UOM-M3H,CFIHOS-00000030
TPV-0048722,XV-16229,PROP-006,2494.0,UOM-KW,CFIHOS-00000030
TPV-0048723,XV-16229,PROP-001,87.3,UOM-BARG,CFIHOS-00000030
TPV-0048724,XV-16229,PROP-002,392.0,UOM-DEGC,CFIHOS-00000030
TPV-0048725,PSV-16230,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0048726,PSV-16230,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0048727,PSV-16230,PROP-003,50.2,UOM-BARG,CFIHOS-00000030
TPV-0048728,PSV-16230,PROP-013,73.8,UOM-BARG,CFIHOS-00000030
TPV-0048729,COL-16231,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0048730,COL-16231,PROP-011,5210.7,UOM-KG,CFIHOS-00000030
TPV-0048731,COL-16231,PROP-002,277.5,UOM-DEGC,CFIHOS-00000030
TPV-0048732,FCV-16232,PROP-005,1756.2,UOM-M3H,CFIHOS-00000030
TPV-0048733,FCV-16232,PROP-011,8512.7,UOM-KG,CFIHOS-00000030
TPV-0048734,FCV-16232,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048735,P-16233,PROP-003,28.5,UOM-BARG,CFIHOS-00000030
TPV-0048736,P-16233,PROP-011,7871.9,UOM-KG,CFIHOS-00000030
TPV-0048737,P-16233,PROP-009,900#,,CFIHOS-00000030
TPV-0048738,P-16233,PROP-012,33.4,UOM-BARG,CFIHOS-00000030
TPV-0048739,PSV-16234,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0048740,PSV-16234,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048741,PSV-16234,PROP-006,112.4,UOM-KW,CFIHOS-00000030
TPV-0048742,FCV-16235,PROP-001,3.4,UOM-BARG,CFIHOS-00000030
TPV-0048743,FCV-16235,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0048744,FCV-16235,PROP-003,47.8,UOM-BARG,CFIHOS-00000030
TPV-0048745,XV-16236,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048746,XV-16236,PROP-013,49.4,UOM-BARG,CFIHOS-00000030
TPV-0048747,XV-16236,PROP-006,1007.7,UOM-KW,CFIHOS-00000030
TPV-0048748,XV-16236,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048749,V-16237,PROP-003,82.4,UOM-BARG,CFIHOS-00000030
TPV-0048750,V-16237,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048751,V-16237,PROP-005,1699.0,UOM-M3H,CFIHOS-00000030
TPV-0048752,V-16237,PROP-006,2116.4,UOM-KW,CFIHOS-00000030
TPV-0048753,LT-16238,PROP-009,900#,,CFIHOS-00000030
TPV-0048754,LT-16238,PROP-002,179.5,UOM-DEGC,CFIHOS-00000030
TPV-0048755,LT-16238,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0048756,LT-16238,PROP-013,68.1,UOM-BARG,CFIHOS-00000030
TPV-0048757,P-16239,PROP-002,28.2,UOM-DEGC,CFIHOS-00000030
TPV-0048758,P-16239,PROP-001,81.0,UOM-BARG,CFIHOS-00000030
TPV-0048759,P-16239,PROP-003,30.9,UOM-BARG,CFIHOS-00000030
TPV-0048760,P-16239,PROP-010,None,,CFIHOS-00000030
TPV-0048761,K-16240,PROP-004,349.4,UOM-DEGC,CFIHOS-00000030
TPV-0048762,K-16240,PROP-003,65.9,UOM-BARG,CFIHOS-00000030
TPV-0048763,FT-16241,PROP-006,390.0,UOM-KW,CFIHOS-00000030
TPV-0048764,FT-16241,PROP-012,40.8,UOM-BARG,CFIHOS-00000030
TPV-0048765,FT-16241,PROP-005,2424.3,UOM-M3H,CFIHOS-00000030
TPV-0048766,LT-16242,PROP-009,300#,,CFIHOS-00000030
TPV-0048767,LT-16242,PROP-002,197.8,UOM-DEGC,CFIHOS-00000030
TPV-0048768,LT-16242,PROP-004,97.8,UOM-DEGC,CFIHOS-00000030
TPV-0048769,PSV-16243,PROP-011,8454.5,UOM-KG,CFIHOS-00000030
TPV-0048770,PSV-16243,PROP-004,325.3,UOM-DEGC,CFIHOS-00000030
TPV-0048771,PSV-16243,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048772,PT-16244,PROP-012,18.4,UOM-BARG,CFIHOS-00000030
TPV-0048773,PT-16244,PROP-009,150#,,CFIHOS-00000030
TPV-0048774,PT-16244,PROP-006,1731.4,UOM-KW,CFIHOS-00000030
TPV-0048775,PT-16244,PROP-005,971.3,UOM-M3H,CFIHOS-00000030
TPV-0048776,FT-16245,PROP-005,1042.9,UOM-M3H,CFIHOS-00000030
TPV-0048777,FT-16245,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0048778,FT-16245,PROP-012,83.3,UOM-BARG,CFIHOS-00000030
TPV-0048779,E-16246,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0048780,E-16246,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048781,E-16246,PROP-001,109.6,UOM-BARG,CFIHOS-00000030
TPV-0048782,E-16246,PROP-002,432.7,UOM-DEGC,CFIHOS-00000030
TPV-0048783,FT-16247,PROP-012,12.0,UOM-BARG,CFIHOS-00000030
TPV-0048784,FT-16247,PROP-004,41.2,UOM-DEGC,CFIHOS-00000030
TPV-0048785,FT-16247,PROP-011,2070.9,UOM-KG,CFIHOS-00000030
TPV-0048786,FT-16247,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0048787,FCV-16248,PROP-013,18.9,UOM-BARG,CFIHOS-00000030
TPV-0048788,FCV-16248,PROP-012,40.9,UOM-BARG,CFIHOS-00000030
TPV-0048789,PT-16249,PROP-004,381.1,UOM-DEGC,CFIHOS-00000030
TPV-0048790,PT-16249,PROP-006,1166.7,UOM-KW,CFIHOS-00000030
TPV-0048791,P-16250,PROP-009,300#,,CFIHOS-00000030
TPV-0048792,P-16250,PROP-011,7140.6,UOM-KG,CFIHOS-00000030
TPV-0048793,P-16250,PROP-004,267.5,UOM-DEGC,CFIHOS-00000030
TPV-0048794,P-16250,PROP-006,942.0,UOM-KW,CFIHOS-00000030
TPV-0048795,V-16251,PROP-002,38.3,UOM-DEGC,CFIHOS-00000030
TPV-0048796,V-16251,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048797,V-16251,PROP-005,932.8,UOM-M3H,CFIHOS-00000030
TPV-0048798,LT-16252,PROP-011,10320.7,UOM-KG,CFIHOS-00000030
TPV-0048799,LT-16252,PROP-003,42.5,UOM-BARG,CFIHOS-00000030
TPV-0048800,LT-16252,PROP-001,112.3,UOM-BARG,CFIHOS-00000030
TPV-0048801,LT-16252,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048802,XV-16253,PROP-002,130.7,UOM-DEGC,CFIHOS-00000030
TPV-0048803,XV-16253,PROP-011,3049.6,UOM-KG,CFIHOS-00000030
TPV-0048804,FT-16254,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048805,FT-16254,PROP-013,29.3,UOM-BARG,CFIHOS-00000030
TPV-0048806,FT-16254,PROP-003,41.0,UOM-BARG,CFIHOS-00000030
TPV-0048807,P-16255,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0048808,P-16255,PROP-006,493.4,UOM-KW,CFIHOS-00000030
TPV-0048809,P-16255,PROP-013,9.4,UOM-BARG,CFIHOS-00000030
TPV-0048810,P-16255,PROP-011,10753.3,UOM-KG,CFIHOS-00000030
TPV-0048811,LT-16256,PROP-012,23.0,UOM-BARG,CFIHOS-00000030
TPV-0048812,LT-16256,PROP-013,32.9,UOM-BARG,CFIHOS-00000030
TPV-0048813,LT-16256,PROP-011,757.9,UOM-KG,CFIHOS-00000030
TPV-0048814,E-16257,PROP-011,2171.8,UOM-KG,CFIHOS-00000030
TPV-0048815,E-16257,PROP-012,45.9,UOM-BARG,CFIHOS-00000030
TPV-0048816,E-16257,PROP-009,300#,,CFIHOS-00000030
TPV-0048817,E-16257,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0048818,LT-16258,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0048819,LT-16258,PROP-013,25.3,UOM-BARG,CFIHOS-00000030
TPV-0048820,LT-16258,PROP-005,1084.7,UOM-M3H,CFIHOS-00000030
TPV-0048821,LT-16258,PROP-011,7534.2,UOM-KG,CFIHOS-00000030
TPV-0048822,K-16259,PROP-013,23.3,UOM-BARG,CFIHOS-00000030
TPV-0048823,K-16259,PROP-012,75.2,UOM-BARG,CFIHOS-00000030
TPV-0048824,E-16260,PROP-013,98.2,UOM-BARG,CFIHOS-00000030
TPV-0048825,E-16260,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0048826,E-16260,PROP-011,6634.2,UOM-KG,CFIHOS-00000030
TPV-0048827,K-16261,PROP-003,91.2,UOM-BARG,CFIHOS-00000030
TPV-0048828,K-16261,PROP-005,439.8,UOM-M3H,CFIHOS-00000030
TPV-0048829,PT-16262,PROP-004,153.8,UOM-DEGC,CFIHOS-00000030
TPV-0048830,PT-16262,PROP-006,2131.0,UOM-KW,CFIHOS-00000030
TPV-0048831,V-16263,PROP-003,107.1,UOM-BARG,CFIHOS-00000030
TPV-0048832,V-16263,PROP-012,0.2,UOM-BARG,CFIHOS-00000030
TPV-0048833,V-16263,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048834,V-16263,PROP-004,291.2,UOM-DEGC,CFIHOS-00000030
TPV-0048835,COL-16264,PROP-011,10759.2,UOM-KG,CFIHOS-00000030
TPV-0048836,COL-16264,PROP-003,35.5,UOM-BARG,CFIHOS-00000030
TPV-0048837,COL-16264,PROP-013,86.6,UOM-BARG,CFIHOS-00000030
TPV-0048838,COL-16264,PROP-012,52.7,UOM-BARG,CFIHOS-00000030
TPV-0048839,TT-16265,PROP-009,600#,,CFIHOS-00000030
TPV-0048840,TT-16265,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048841,TT-16265,PROP-013,78.9,UOM-BARG,CFIHOS-00000030
TPV-0048842,TT-16265,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0048843,E-16266,PROP-009,300#,,CFIHOS-00000030
TPV-0048844,E-16266,PROP-001,77.9,UOM-BARG,CFIHOS-00000030
TPV-0048845,E-16266,PROP-005,1572.2,UOM-M3H,CFIHOS-00000030
TPV-0048846,E-16266,PROP-004,344.8,UOM-DEGC,CFIHOS-00000030
TPV-0048847,TT-16267,PROP-001,29.1,UOM-BARG,CFIHOS-00000030
TPV-0048848,TT-16267,PROP-003,79.7,UOM-BARG,CFIHOS-00000030
TPV-0048849,PT-16268,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0048850,PT-16268,PROP-011,82.9,UOM-KG,CFIHOS-00000030
TPV-0048851,FT-16269,PROP-005,825.4,UOM-M3H,CFIHOS-00000030
TPV-0048852,FT-16269,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0048853,K-16270,PROP-005,662.0,UOM-M3H,CFIHOS-00000030
TPV-0048854,K-16270,PROP-012,51.2,UOM-BARG,CFIHOS-00000030
TPV-0048855,K-16270,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0048856,K-16270,PROP-013,71.3,UOM-BARG,CFIHOS-00000030
TPV-0048857,COL-16271,PROP-005,696.5,UOM-M3H,CFIHOS-00000030
TPV-0048858,COL-16271,PROP-009,600#,,CFIHOS-00000030
TPV-0048859,LT-16272,PROP-009,900#,,CFIHOS-00000030
TPV-0048860,LT-16272,PROP-011,5386.5,UOM-KG,CFIHOS-00000030
TPV-0048861,LT-16272,PROP-004,196.8,UOM-DEGC,CFIHOS-00000030
TPV-0048862,LT-16272,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0048863,PT-16273,PROP-013,52.9,UOM-BARG,CFIHOS-00000030
TPV-0048864,PT-16273,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048865,PT-16273,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0048866,PT-16273,PROP-001,45.3,UOM-BARG,CFIHOS-00000030
TPV-0048867,COL-16274,PROP-002,182.4,UOM-DEGC,CFIHOS-00000030
TPV-0048868,COL-16274,PROP-003,70.9,UOM-BARG,CFIHOS-00000030
TPV-0048869,P-16275,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048870,P-16275,PROP-003,21.5,UOM-BARG,CFIHOS-00000030
TPV-0048871,P-16276,PROP-003,127.9,UOM-BARG,CFIHOS-00000030
TPV-0048872,P-16276,PROP-012,47.9,UOM-BARG,CFIHOS-00000030
TPV-0048873,P-16276,PROP-001,82.5,UOM-BARG,CFIHOS-00000030
TPV-0048874,P-16276,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048875,P-16277,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0048876,P-16277,PROP-005,2116.6,UOM-M3H,CFIHOS-00000030
TPV-0048877,P-16277,PROP-011,9393.0,UOM-KG,CFIHOS-00000030
TPV-0048878,FT-16278,PROP-006,2961.7,UOM-KW,CFIHOS-00000030
TPV-0048879,FT-16278,PROP-002,269.2,UOM-DEGC,CFIHOS-00000030
TPV-0048880,FT-16278,PROP-012,11.1,UOM-BARG,CFIHOS-00000030
TPV-0048881,FT-16278,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048882,FCV-16279,PROP-010,None,,CFIHOS-00000030
TPV-0048883,FCV-16279,PROP-003,93.7,UOM-BARG,CFIHOS-00000030
TPV-0048884,PSV-16280,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048885,PSV-16280,PROP-002,204.6,UOM-DEGC,CFIHOS-00000030
TPV-0048886,COL-16281,PROP-005,1851.8,UOM-M3H,CFIHOS-00000030
TPV-0048887,COL-16281,PROP-009,150#,,CFIHOS-00000030
TPV-0048888,COL-16281,PROP-001,50.8,UOM-BARG,CFIHOS-00000030
TPV-0048889,P-16282,PROP-013,86.9,UOM-BARG,CFIHOS-00000030
TPV-0048890,P-16282,PROP-001,89.0,UOM-BARG,CFIHOS-00000030
TPV-0048891,PT-16283,PROP-013,70.6,UOM-BARG,CFIHOS-00000030
TPV-0048892,PT-16283,PROP-005,278.2,UOM-M3H,CFIHOS-00000030
TPV-0048893,PT-16283,PROP-006,532.9,UOM-KW,CFIHOS-00000030
TPV-0048894,PT-16283,PROP-002,126.3,UOM-DEGC,CFIHOS-00000030
TPV-0048895,XV-16284,PROP-011,2765.1,UOM-KG,CFIHOS-00000030
TPV-0048896,XV-16284,PROP-012,97.7,UOM-BARG,CFIHOS-00000030
TPV-0048897,XV-16284,PROP-006,2657.5,UOM-KW,CFIHOS-00000030
TPV-0048898,XV-16284,PROP-013,85.5,UOM-BARG,CFIHOS-00000030
TPV-0048899,P-16285,PROP-012,61.4,UOM-BARG,CFIHOS-00000030
TPV-0048900,P-16285,PROP-011,1257.8,UOM-KG,CFIHOS-00000030
TPV-0048901,P-16286,PROP-011,1979.2,UOM-KG,CFIHOS-00000030
TPV-0048902,P-16286,PROP-005,478.4,UOM-M3H,CFIHOS-00000030
TPV-0048903,P-16286,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048904,P-16286,PROP-012,1.1,UOM-BARG,CFIHOS-00000030
TPV-0048905,P-16287,PROP-013,42.5,UOM-BARG,CFIHOS-00000030
TPV-0048906,P-16287,PROP-006,1907.4,UOM-KW,CFIHOS-00000030
TPV-0048907,P-16287,PROP-001,126.4,UOM-BARG,CFIHOS-00000030
TPV-0048908,XV-16288,PROP-009,150#,,CFIHOS-00000030
TPV-0048909,XV-16288,PROP-001,93.3,UOM-BARG,CFIHOS-00000030
TPV-0048910,XV-16288,PROP-006,2026.0,UOM-KW,CFIHOS-00000030
TPV-0048911,PT-16289,PROP-011,2008.6,UOM-KG,CFIHOS-00000030
TPV-0048912,PT-16289,PROP-004,-4.4,UOM-DEGC,CFIHOS-00000030
TPV-0048913,PT-16289,PROP-009,150#,,CFIHOS-00000030
TPV-0048914,P-16290,PROP-002,228.9,UOM-DEGC,CFIHOS-00000030
TPV-0048915,P-16290,PROP-004,259.5,UOM-DEGC,CFIHOS-00000030
TPV-0048916,P-16290,PROP-012,60.8,UOM-BARG,CFIHOS-00000030
TPV-0048917,P-16290,PROP-009,600#,,CFIHOS-00000030
TPV-0048918,K-16291,PROP-005,1018.7,UOM-M3H,CFIHOS-00000030
TPV-0048919,K-16291,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048920,K-16291,PROP-006,257.3,UOM-KW,CFIHOS-00000030
TPV-0048921,FT-16292,PROP-009,300#,,CFIHOS-00000030
TPV-0048922,FT-16292,PROP-002,20.8,UOM-DEGC,CFIHOS-00000030
TPV-0048923,FT-16292,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048924,COL-16293,PROP-009,300#,,CFIHOS-00000030
TPV-0048925,COL-16293,PROP-011,3279.4,UOM-KG,CFIHOS-00000030
TPV-0048926,COL-16293,PROP-001,146.9,UOM-BARG,CFIHOS-00000030
TPV-0048927,PSV-16294,PROP-013,16.3,UOM-BARG,CFIHOS-00000030
TPV-0048928,PSV-16294,PROP-011,704.1,UOM-KG,CFIHOS-00000030
TPV-0048929,PSV-16294,PROP-001,35.9,UOM-BARG,CFIHOS-00000030
TPV-0048930,PSV-16295,PROP-013,51.3,UOM-BARG,CFIHOS-00000030
TPV-0048931,PSV-16295,PROP-005,2156.0,UOM-M3H,CFIHOS-00000030
TPV-0048932,PSV-16295,PROP-002,339.8,UOM-DEGC,CFIHOS-00000030
TPV-0048933,PT-16296,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0048934,PT-16296,PROP-006,2696.7,UOM-KW,CFIHOS-00000030
TPV-0048935,V-16297,PROP-009,900#,,CFIHOS-00000030
TPV-0048936,V-16297,PROP-012,78.4,UOM-BARG,CFIHOS-00000030
TPV-0048937,V-16297,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0048938,TT-16298,PROP-004,267.4,UOM-DEGC,CFIHOS-00000030
TPV-0048939,TT-16298,PROP-001,95.9,UOM-BARG,CFIHOS-00000030
TPV-0048940,TT-16298,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0048941,TT-16298,PROP-013,91.1,UOM-BARG,CFIHOS-00000030
TPV-0048942,TT-16299,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0048943,TT-16299,PROP-002,283.0,UOM-DEGC,CFIHOS-00000030
TPV-0048944,TT-16299,PROP-004,43.9,UOM-DEGC,CFIHOS-00000030
TPV-0048945,TT-16299,PROP-009,900#,,CFIHOS-00000030
TPV-0048946,P-16300,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048947,P-16300,PROP-011,10570.7,UOM-KG,CFIHOS-00000030
TPV-0048948,E-16301,PROP-013,78.0,UOM-BARG,CFIHOS-00000030
TPV-0048949,E-16301,PROP-001,97.9,UOM-BARG,CFIHOS-00000030
TPV-0048950,E-16301,PROP-012,86.3,UOM-BARG,CFIHOS-00000030
TPV-0048951,P-16302,PROP-013,93.8,UOM-BARG,CFIHOS-00000030
TPV-0048952,P-16302,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048953,P-16302,PROP-002,282.4,UOM-DEGC,CFIHOS-00000030
TPV-0048954,V-16303,PROP-003,103.9,UOM-BARG,CFIHOS-00000030
TPV-0048955,V-16303,PROP-012,70.8,UOM-BARG,CFIHOS-00000030
TPV-0048956,FT-16304,PROP-011,6200.9,UOM-KG,CFIHOS-00000030
TPV-0048957,FT-16304,PROP-006,1497.0,UOM-KW,CFIHOS-00000030
TPV-0048958,P-16305,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0048959,P-16305,PROP-011,3042.6,UOM-KG,CFIHOS-00000030
TPV-0048960,P-16305,PROP-009,900#,,CFIHOS-00000030
TPV-0048961,E-16306,PROP-001,117.8,UOM-BARG,CFIHOS-00000030
TPV-0048962,E-16306,PROP-012,85.0,UOM-BARG,CFIHOS-00000030
TPV-0048963,E-16306,PROP-005,1405.8,UOM-M3H,CFIHOS-00000030
TPV-0048964,E-16306,PROP-006,2574.6,UOM-KW,CFIHOS-00000030
TPV-0048965,PSV-16307,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0048966,PSV-16307,PROP-009,150#,,CFIHOS-00000030
TPV-0048967,PSV-16307,PROP-002,-17.2,UOM-DEGC,CFIHOS-00000030
TPV-0048968,PSV-16307,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0048969,COL-16308,PROP-012,25.9,UOM-BARG,CFIHOS-00000030
TPV-0048970,COL-16308,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0048971,COL-16308,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0048972,TT-16309,PROP-011,2059.8,UOM-KG,CFIHOS-00000030
TPV-0048973,TT-16309,PROP-010,None,,CFIHOS-00000030
TPV-0048974,TT-16309,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0048975,E-16310,PROP-001,21.6,UOM-BARG,CFIHOS-00000030
TPV-0048976,E-16310,PROP-006,135.4,UOM-KW,CFIHOS-00000030
TPV-0048977,E-16310,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0048978,E-16310,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0048979,V-16311,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0048980,V-16311,PROP-001,135.3,UOM-BARG,CFIHOS-00000030
TPV-0048981,PT-16312,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0048982,PT-16312,PROP-003,11.2,UOM-BARG,CFIHOS-00000030
TPV-0048983,K-16313,PROP-012,71.4,UOM-BARG,CFIHOS-00000030
TPV-0048984,K-16313,PROP-010,None,,CFIHOS-00000030
TPV-0048985,PT-16314,PROP-009,900#,,CFIHOS-00000030
TPV-0048986,PT-16314,PROP-006,2246.6,UOM-KW,CFIHOS-00000030
TPV-0048987,PT-16314,PROP-011,3399.3,UOM-KG,CFIHOS-00000030
TPV-0048988,FCV-16315,PROP-012,28.4,UOM-BARG,CFIHOS-00000030
TPV-0048989,FCV-16315,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0048990,XV-16316,PROP-006,1943.7,UOM-KW,CFIHOS-00000030
TPV-0048991,XV-16316,PROP-002,115.0,UOM-DEGC,CFIHOS-00000030
TPV-0048992,E-16317,PROP-013,14.2,UOM-BARG,CFIHOS-00000030
TPV-0048993,E-16317,PROP-003,37.1,UOM-BARG,CFIHOS-00000030
TPV-0048994,E-16317,PROP-011,11619.0,UOM-KG,CFIHOS-00000030
TPV-0048995,XV-16318,PROP-011,6258.6,UOM-KG,CFIHOS-00000030
